2026-07-31 00:55:18 INFO     | DexSniper            | AI: RouterAI ready (complex: deepseek/deepseek-chat, fast: openai/gpt-4o-mini)
2026-07-31 13:36:49 WARNING  | DexSniper            | 🚫 SCAM: GIGGLE ETF Presale — Short
2026-07-31 13:37:23 WARNING  | DexSniper            | 🚫 SCAM: BROCCOLI ETF Presale — Short reason
2026-07-31 13:38:59 WARNING  | DexSniper            | 🚫 SCAM: Gacha Galaxy — Short
2026-07-31 13:39:33 WARNING  | DexSniper            | 🚫 SCAM: SuperApe🐰 — Short
2026-07-31 13:39:38 WARNING  | DexSniper            | 🚫 SCAM: Test7 — Short name and symbol imitations of well-known brands
2026-07-31 13:40:13 WARNING  | DexSniper            | 🚫 SCAM: Deep Cosmos  — Short name and symbol mimic popular tokens without clear meaning
2026-07-31 13:41:18 WARNING  | DexSniper            | 🚫 SCAM: MarsCoin — Short
2026-07-31 13:41:22 WARNING  | DexSniper            | 🚫 SCAM: PepeGang — Short
2026-07-31 13:41:57 WARNING  | DexSniper            | 🚫 SCAM: 发发发发 — Short reason
2026-07-31 13:43:34 WARNING  | DexSniper            | 🚫 SCAM: Xiaomi Corp (Derivatives) — Short reason
2026-07-31 13:46:10 WARNING  | DexSniper            | 🚫 SCAM: Rocket Lab Tokenized bStocks — Short
2026-07-31 13:46:14 WARNING  | DexSniper            | 🚫 SCAM: QQQB — Short
2026-07-31 13:47:50 ERROR    | DexSniper            | Failed to parse AI JSON: {
  "is_scam": true,
  "risk_level": "HIGH",
  "reasoning": "Short name imitates ElonDoge but contains 'AI' which is not related to Dogecoin."
2026-07-31 13:47:50 INFO     | DexSniper            | 🎯 SNIPE: Ribbin (RBN)
2026-07-31 13:48:25 WARNING  | DexSniper            | 🚫 SCAM: 暴富属鼠 — Short reason
2026-07-31 13:49:30 WARNING  | DexSniper            | 🚫 SCAM: BEAR REPELLENT — Short name, imitations of well-known brands
2026-07-31 13:50:36 WARNING  | DexSniper            | 🚫 SCAM: Passport For Swimmers — Short
2026-07-31 13:51:41 WARNING  | DexSniper            | 🚫 SCAM: MarsCoin — Short
2026-07-31 13:54:47 WARNING  | DexSniper            | 🚫 SCAM: Sandisk Corporation Tokenized Stock (Robinhood) — Short
2026-07-31 13:55:21 WARNING  | DexSniper            | 🚫 SCAM: Tether USD — Short
2026-07-31 13:56:26 WARNING  | DexSniper            | 🚫 SCAM: 量子裂变核  — Short reason
2026-07-31 13:57:01 WARNING  | DexSniper            | 🚫 SCAM: 智能王 — Short
2026-07-31 13:57:36 WARNING  | DexSniper            | 🚫 SCAM: Seagate Tokenized Stock (Reality) — Short
2026-07-31 13:58:41 WARNING  | DexSniper            | 🚫 SCAM: LatinaLanguageModel — Short
2026-07-31 13:59:16 WARNING  | DexSniper            | 🚫 SCAM: 神谕分析者  — Short
2026-07-31 13:59:51 WARNING  | DexSniper            | 🚫 SCAM: 🐶Mars Queen — Short
2026-07-31 14:00:25 WARNING  | DexSniper            | 🚫 SCAM: AEON — Short
2026-07-31 14:01:31 WARNING  | DexSniper            | 🚫 SCAM: 无限宇宙门  — Short
2026-07-31 14:04:07 WARNING  | DexSniper            | 🚫 SCAM: AWAKE (originworld.org) — Short reason
2026-07-31 14:04:11 WARNING  | DexSniper            | 🚫 SCAM: Tether USD — Short
2026-07-31 14:05:16 WARNING  | DexSniper            | 🚫 SCAM: RWA — Short
2026-07-31 14:05:20 WARNING  | DexSniper            | 🚫 SCAM: Arcane Squad — Short reason
